NAME	TITLE	SCORE	
SANBR		-0.045181382	
FTO		-0.045203384	
TRAF7		-0.045210168	
SNORD46		-0.045279827	
AGO2		-0.045314208	
ZDHHC20		-0.045381445	
UBC		-0.045383655	
RPS27AP2		-0.045385744	
WNK3		-0.04539191	
PGBD4		-0.04540141	
CEBPD		-0.045490295	
TAGLN2		-0.045566365	
COQ10B		-0.04563982	
TRMT2A		-0.04567363	
GRIP2		-0.045709033	
SEC23IP		-0.045734797	
CCNB1IP1		-0.045883413	
DAP3		-0.045894977	
TXNL4B		-0.045984633	
RPL39P5		-0.046127263	
DDB1		-0.04625822	
SCAND1		-0.046323564	
EYA4		-0.0464434	
ZFP64		-0.04653506	
PPOX		-0.04657275	
VPS11-DT		-0.046753537	
FAM193B-DT		-0.046785604	
ASF1B		-0.04679824	
C5orf49		-0.046895765	
COQ7		-0.04701034	
RNA5SP323		-0.047062255	
ZNF766		-0.047161948	
KRCC1		-0.047205884	
JTB		-0.047268327	
TSC22D4		-0.047288977	
TBPL1		-0.04730397	
H6PD		-0.047398206	
RPS5		-0.04743026	
RBIS		-0.047494777	
ERCC4		-0.04751126	
RASSF1		-0.0475669	
POLDIP3		-0.04759084	
PAIP2		-0.047701743	
NCAPH2		-0.0477904	
PPP1R21-DT		-0.047812063	
MRPS31P4		-0.048018094	
TPM3		-0.048026778	
RAB14		-0.04807765	
HSPB9		-0.04816181	
LINC02035		-0.04818452	
CNPY4		-0.04836189	
PITPNC1		-0.048468757	
SRSF4		-0.048534937	
OGDH		-0.04854034	
PEX14		-0.04857114	
GPR27		-0.04861331	
ATF4		-0.04865014	
PRXL2A		-0.048669335	
KRBOX4		-0.048687477	
C18orf32		-0.048694007	
MMP24		-0.048729002	
PKD2L2		-0.048759185	
LGMNP1		-0.048809987	
SERF1B		-0.04890965	
CCM2		-0.04893362	
SAMM50		-0.048946626	
PITHD1		-0.049021363	
CBR3		-0.049086884	
WASH2P		-0.049131546	
GPR68		-0.049199745	
MICOS10P2		-0.049352176	
CNN2P9		-0.04942631	
COL5A2		-0.049501557	
CDKL2		-0.049517058	
NDFIP1		-0.04957769	
SETD1A		-0.049613424	
PRCP		-0.049673565	
SUMF2		-0.04994533	
MADD		-0.05000346	
CHMP6		-0.050165545	
TFAP2A-AS1		-0.05020144	
CSNK1G3		-0.050259348	
PTER		-0.050331004	
ENHO		-0.05036589	
ACVR2B-AS1		-0.050525043	
NUTF2		-0.050569575	
ANKRD16		-0.05060801	
MPV17L2		-0.050698683	
LLGL2		-0.050738864	
STAM2		-0.05081197	
LDB2		-0.05084473	
SNCB		-0.050863832	
RPL12P42		-0.050867315	
TMEM98		-0.05094496	
KIAA1328		-0.050965652	
TLK2P1		-0.050982967	
TARS3		-0.05106797	
ZNF566-AS1		-0.051166236	
ERBIN		-0.05141089	
ZDHHC14		-0.051460203	
DNAJA3		-0.051535834	
AKAP11		-0.051587816	
RPL15P5		-0.051722616	
MSL3		-0.05172941	
WDR54		-0.05175957	
GUSBP2		-0.0519053	
UBE2D3		-0.05192164	
MAP2K3		-0.05192768	
CPSF2		-0.05200801	
ZNF781		-0.052087966	
CHSY1		-0.05216659	
C19orf47		-0.05221819	
RPL34P31		-0.052292347	
RPL37A		-0.052311234	
GALNT7		-0.052507464	
BTF3P8		-0.052529514	
CLOCK		-0.05257377	
DENND1B		-0.052577075	
SHBG		-0.052726813	
CDK2AP1		-0.05280272	
KIF1C-AS1		-0.052836187	
CFLAR-AS1		-0.052898187	
ZNF318		-0.052969266	
RASA2		-0.052980326	
CDK20		-0.053041108	
MED27		-0.05306359	
GABRP		-0.053103022	
NIFK-AS1		-0.05315512	
PRANCR		-0.053193197	
COMMD5		-0.05321345	
CUL9		-0.053218957	
CDCA2		-0.053224035	
CACTIN		-0.053247478	
S100A11		-0.053273544	
ZNF671		-0.053353254	
ATP1B3		-0.053387728	
DAZAP2P1		-0.053423274	
SF3B1		-0.053491008	
VWA7		-0.05354205	
MRPL36		-0.053550802	
HMGB3P4		-0.053772546	
CACNG1		-0.053795084	
COA3		-0.054048844	
SUMO2P21		-0.05405679	
KHSRPP1		-0.054069474	
ADA2		-0.054077838	
GNS		-0.054079615	
LDOC1		-0.054200277	
RPL7L1		-0.054319076	
TMEM256-PLSCR3		-0.05459656	
ZNF252P		-0.05461757	
RPL34P18		-0.054627053	
NCDN		-0.05467935	
CIAPIN1P		-0.054725572	
CAPN15		-0.05480349	
MFSD6		-0.05493051	
TRAF3IP2-AS1		-0.054937795	
KCTD9P3		-0.05504309	
TPTEP2		-0.05505701	
POLR2I		-0.055103876	
ZDHHC20-IT1		-0.05511311	
ZNF784		-0.055158075	
GMPPB		-0.05523654	
GLRX5P3		-0.055290353	
RPL13AP5		-0.05530726	
RAC1P2		-0.05532312	
PCDHGA3		-0.055325385	
KLC2-AS1		-0.055346876	
MIR559		-0.055354007	
TBC1D23		-0.055376604	
POLG-DT		-0.055393912	
CTDSPL2		-0.055503886	
SCAF8		-0.055642247	
TSR2		-0.05565011	
MDM4P1		-0.055668406	
POGZ		-0.055682614	
ZNF708		-0.055687435	
GPATCH11		-0.055830576	
NUDCD1		-0.055841554	
CTCF-DT		-0.055843055	
PLPBP		-0.055953115	
OSCP1		-0.056117382	
GCC2		-0.056214016	
HELQ		-0.056270063	
RPL5P34		-0.056333117	
FHP1		-0.05633351	
PKD1P4		-0.056360744	
MGST2		-0.056406703	
CTTN-DT		-0.0564995	
ZNF664		-0.056554567	
PRPS2		-0.056583147	
NUP214		-0.05658922	
ARAP1		-0.056594655	
RNU7-18P		-0.05665996	
SEPTIN11		-0.05683561	
DCUN1D2		-0.056849673	
LINC02820		-0.0568849	
MFAP3		-0.056889195	
UNC50		-0.05691279	
ECI2-DT		-0.05692944	
NARF-IT1		-0.05699345	
SLC38A10		-0.057036065	
UBE2Q1-AS1		-0.057310607	
APPL1		-0.05776966	
RPL34P33		-0.057780504	
DCTN5		-0.057789784	
LY6E-DT		-0.05779108	
CAPN10		-0.057869297	
RCC2		-0.057947963	
PUS3		-0.058008593	
SNORD19C		-0.05802306	
COMMD9		-0.05805571	
FAM53C		-0.05806183	
EIF4E2		-0.058195096	
TDP2		-0.05827659	
RAI1		-0.05829631	
SETD2		-0.058316335	
HLA-DRB1		-0.0583377	
C3orf62		-0.05834972	
UBE2K		-0.05840966	
ZNF529-AS1		-0.05857495	
PTP4A2P2		-0.058575142	
NUFIP2		-0.058617484	
ODCP		-0.058644924	
DUSP1		-0.058713213	
ARL17B		-0.058808677	
ZBTB11		-0.05887815	
FNDC11		-0.058913685	
SCRIB		-0.058934934	
RPS12		-0.059052464	
GUSBP14		-0.059056174	
USP48		-0.059138265	
SAMD11		-0.059178315	
MRPS34		-0.05928103	
NPIPB4		-0.05936394	
TRMU		-0.059368372	
RBM17		-0.059432644	
LINC00639		-0.059503417	
PDCL3P4		-0.059622396	
SNORA75		-0.059709486	
ERICH1		-0.059806317	
ITGA3		-0.059816353	
GGA3		-0.059940595	
NUP133-DT		-0.060212836	
CSPG4P12		-0.060215313	
DTX2		-0.060293704	
MMP21		-0.06035122	
AP5S1		-0.060356878	
DDIAS		-0.06048717	
LAMA5		-0.060520057	
FLII		-0.060530577	
YWHAB		-0.0605492	
INIP		-0.060577378	
GAS5		-0.060636148	
TPCN2		-0.060715333	
UBA52		-0.06088219	
VANGL1		-0.060892217	
RABL6		-0.060913462	
PTPN22		-0.060937814	
STX7		-0.060942598	
GDF6		-0.06106722	
BRAFP1		-0.061115947	
C2orf81		-0.06113132	
PALB2		-0.061137065	
POLR1H		-0.06121258	
KRR1P1		-0.061246354	
BRINP2		-0.06139629	
RRAGC-DT		-0.061410923	
RPS20P4		-0.061448794	
TSC22D1		-0.06153388	
SPDYE12		-0.061759528	
ATP6V0E1		-0.061945144	
SNX12		-0.062044915	
MYRF		-0.062056273	
CCDC148		-0.062059928	
FAUP1		-0.062093798	
LEPROT		-0.06213133	
RSPH10B		-0.062215064	
YWHAH-AS1		-0.062298086	
STAG1		-0.06239867	
RBM8B		-0.062548265	
ANK1		-0.06258389	
MT-RNR2		-0.06261196	
DEPDC1P1		-0.06265916	
IL17RA		-0.06273197	
TTF2		-0.062761	
KIF13A		-0.062773995	
TGFB1		-0.06277583	
ITGB5		-0.062833	
ZSCAN16		-0.06285309	
PSMD4		-0.06289067	
C10orf143		-0.06290483	
PCID2		-0.06292088	
YEATS2		-0.06302573	
SSH1		-0.06312684	
GOT1		-0.06322501	
SNORD99		-0.06323554	
BRAP		-0.06323666	
HNRNPA1P7		-0.06325163	
TOM1L1		-0.063298635	
RALGPS2		-0.06343942	
ATXN3		-0.063490525	
PHRF1		-0.06350512	
DDX11L8		-0.063525245	
IARS2		-0.063550115	
UQCRH		-0.063633285	
HSPE1P9		-0.06363339	
NKIRAS2		-0.06365162	
UBE2QL1		-0.06367702	
PRELID2		-0.06368115	
JMJD1C		-0.06371162	
SNORA71B		-0.06374572	
RRP36		-0.06375954	
POFUT1		-0.06379293	
ODF2		-0.063800186	
PLK2		-0.06387148	
NT5M		-0.063925214	
KRT19		-0.06430794	
DCUN1D5		-0.06440089	
SUB1		-0.06441423	
PDCD10		-0.06442412	
HERC2P10		-0.06445118	
H2BC21		-0.064481236	
PEAK3		-0.06450229	
RNH1		-0.06461965	
RDM1		-0.06467047	
HEXA-AS1		-0.06470244	
KCMF1		-0.06474563	
CWC15		-0.064773306	
UBA1		-0.06482008	
VPS51		-0.064835325	
COX8C		-0.06486115	
AGO1		-0.06495373	
GMFG		-0.065086484	
ANKRD10-IT1		-0.065129675	
ZBTB39		-0.06520786	
DLGAP3		-0.06521196	
U2AF2		-0.065293334	
EDEM1		-0.06532401	
TMEM161BP1		-0.065421805	
IFRD1		-0.06544598	
TTC17		-0.06565123	
RPS18P12		-0.06571808	
BMS1P20		-0.06575184	
KLHL22		-0.0658408	
CHCHD5		-0.06586767	
BEND3P1		-0.06590382	
NUBP2		-0.066165105	
CCNF		-0.0662032	
PRKAR2A		-0.066214845	
NUDCP1		-0.066267565	
OSGEPL1		-0.06628235	
SVIP		-0.06628608	
CDK7		-0.06640813	
EIF3FP3		-0.0664415	
FAM192BP		-0.06649936	
ATG4C		-0.06661541	
RNF103		-0.066616684	
SERPINE3		-0.0666504	
CEP63		-0.06669598	
DLGAP4		-0.06677817	
LIN37		-0.06685344	
RAB1B		-0.066940226	
ACVR2A		-0.06704741	
LINC01227		-0.06719402	
CDK2		-0.067304224	
BEND5		-0.067361884	
SBSPON		-0.067373894	
RNA5SP29		-0.0674515	
KRT18P8		-0.067496724	
ABRAXAS2		-0.06759384	
BCL7A		-0.067678586	
AMOTL1		-0.06774803	
ATRN		-0.06781789	
EIF4EP2		-0.06788633	
APCDD1L-DT		-0.067913055	
HCRTR1		-0.06791471	
GIHCG		-0.06791754	
CNPY2		-0.067921534	
ZNF879		-0.06797593	
KCNK12		-0.06805035	
MINCR		-0.06811265	
GBF1		-0.068118736	
PCNPP5		-0.068135045	
GPR3		-0.06824556	
HP1BP3		-0.06829453	
ATPSCKMT		-0.06829811	
HDAC8		-0.068298586	
HNRNPA1P36		-0.06842012	
SUZ12		-0.068535425	
ZNF407-AS1		-0.06854855	
RPS2P5		-0.06864249	
PURB		-0.06864352	
PATL1-DT		-0.06875586	
PDE6D		-0.06875591	
RAB11FIP4		-0.0688621	
DSE		-0.06905598	
TOMM22		-0.0690719	
VPS52		-0.06915265	
SNORD6		-0.06918123	
RPL18		-0.06921107	
MTRNR2L10		-0.069251925	
PTMAP12		-0.06938422	
CCDC136		-0.06941582	
KLF1		-0.06942954	
NTMT2		-0.06943798	
ANKRD54		-0.069471724	
IDSP1		-0.069490306	
CNOT3		-0.06959894	
CTCF		-0.06962711	
CRYBB2P1		-0.06966051	
MOB4		-0.06966316	
SLC38A3		-0.069720104	
KCTD1		-0.06973018	
RNA5SP383		-0.069754705	
NFS1		-0.06976759	
TIAM2		-0.06988845	
SNORD100		-0.06994216	
LINC01361		-0.069958664	
ABL2		-0.07007139	
MRPL50		-0.07009832	
STX16		-0.07010103	
ZC3HAV1L		-0.070213854	
C5orf22		-0.07028661	
FSIP2-AS1		-0.07033922	
MINPP1		-0.07054572	
RPS15AP16		-0.0705524	
ABHD14B		-0.07057021	
PPP1R13B		-0.07059132	
THRAP3		-0.070625246	
RPL5		-0.07090064	
TRIM26		-0.07091423	
SLC49A4		-0.07093017	
DACH2		-0.07104554	
NR1H2		-0.07118693	
EIF2A		-0.07126173	
RN7SKP23		-0.07127802	
CHMP1A		-0.07128777	
MED19		-0.0713202	
PRDM16-DT		-0.071417995	
PRKAR1A		-0.07161251	
ZNF267		-0.0716171	
HEYL		-0.071621776	
KIFC2		-0.07164488	
HOMEZ		-0.07176007	
COPS7B		-0.071799725	
KPNA5		-0.07192295	
POLR2J4		-0.072023384	
HNRNPA0		-0.072164714	
TEFM		-0.07223196	
DOCK2		-0.072237164	
ZYG11A		-0.07225827	
DLGAP5		-0.072311945	
EYS		-0.07246121	
IGFBP7		-0.072461255	
ZNF500		-0.07270058	
RPL10AP2		-0.07275513	
PARS2		-0.07277156	
ERBIN-DT		-0.07294734	
OAF		-0.07301779	
METTL26		-0.07305714	
MIR6719		-0.07320974	
PTDSS2		-0.07327197	
TCFL5		-0.073402666	
SEC24B-AS1		-0.07342018	
THAP9-AS1		-0.07358743	
RPA3		-0.07369229	
ABCC10		-0.07370141	
NCOA4		-0.07375023	
NRGN		-0.07376087	
ELOCP19		-0.073764354	
HDDC2		-0.07389903	
RBMXP4		-0.07390164	
ZFHX2		-0.07395522	
CORO6		-0.07395747	
PFKP		-0.073970936	
FAF1		-0.07421789	
AKAP1-DT		-0.07432067	
UHRF1BP1L		-0.07437839	
COPG1		-0.074421145	
AQR		-0.074421465	
AP2B1		-0.07449113	
SMIM26		-0.074578844	
CCNT2		-0.074607074	
PPP2R5D		-0.07460826	
APLF		-0.07462694	
COA5		-0.074631035	
CENATAC-DT		-0.07464821	
METTL27		-0.07469457	
RPS10		-0.07492069	
MAPK13		-0.07493235	
SOGA1		-0.075003766	
MAPK1		-0.07506187	
ERH		-0.07512546	
CYFIP1		-0.07524992	
ZRSR2		-0.0753022	
ZNF592		-0.075425856	
ZNF341		-0.07545349	
TP53BP2		-0.075543314	
TRPV2		-0.07554579	
CDRT4		-0.07555185	
ELAVL1		-0.07556776	
ZNF692-DT		-0.075596124	
CNPY2-AS1		-0.07572623	
RAVER2		-0.07573853	
MTRES1		-0.07578619	
LINC00645		-0.07581213	
AP2M1		-0.07588937	
RPL24		-0.075923614	
ZNF785		-0.07599669	
DPF1		-0.07602335	
SFR1		-0.07617545	
TBC1D25		-0.076313846	
QRICH1		-0.07639635	
RPS15AP1		-0.07641989	
XKR9		-0.076472	
MYO1F		-0.07651853	
MSS51		-0.07657113	
RPL24P4		-0.076781385	
MTND4P15		-0.07679699	
SNHG29		-0.07683112	
STKLD1		-0.07691694	
LINC02601		-0.07694039	
LINC00640		-0.07701144	
YPEL5P2		-0.077053085	
SLC38A5		-0.07706514	
AMD1		-0.07709353	
POLL		-0.077155545	
TUBB		-0.077192836	
EZH1		-0.077398375	
TSC1		-0.07758294	
GET1		-0.0777257	
ACY1		-0.0777263	
SPG11		-0.07782076	
PPP2R5CP		-0.077888	
CARMIL3		-0.07802185	
CSNK1G2-AS1		-0.07826596	
SETSIP		-0.078572445	
PROSER3		-0.07857319	
ZC4H2		-0.078574754	
RPL24P8		-0.078602076	
BAG6		-0.07870245	
BCLAF1P1		-0.07871511	
RN7SL146P		-0.078781664	
PLAA		-0.07888103	
RPL35A		-0.07897062	
USP4		-0.07902261	
AFMID		-0.07905007	
EXOSC9		-0.07908912	
LRP8-DT		-0.07912933	
LINC02605		-0.079147264	
RN7SL333P		-0.079188935	
FANCI		-0.079205915	
DDN-AS1		-0.07921285	
KLHDC3		-0.07937874	
TXNDC5		-0.079453915	
NEK4		-0.07950495	
ADGRD1		-0.07962185	
PSMD9		-0.07964852	
RABGAP1		-0.07966092	
RPL31		-0.07971656	
TGIF1		-0.0797299	
IL23A		-0.07974894	
ZFP62		-0.079791345	
PHBP12		-0.07987844	
RASA4B		-0.079912804	
SDK1		-0.079925016	
MIER2		-0.07995119	
EHHADH		-0.0801168	
PRMT3		-0.08012082	
GARS1-DT		-0.080247834	
PSTK		-0.080248475	
TMEM19		-0.08026864	
PDXDC1		-0.08032728	
LIPA		-0.08047546	
PKN3		-0.08057619	
FBXO7		-0.08063096	
TTC21B		-0.08065033	
SNX19P3		-0.08068607	
SP140L		-0.08069749	
SNW1		-0.08094004	
PRDX6		-0.08111467	
BCR		-0.08111898	
C1GALT1C1		-0.08127583	
ANKRD61		-0.08136297	
RPS23P8		-0.08158796	
PHBP13		-0.08161548	
ISL2		-0.08161882	
SELENOF		-0.08164152	
SPAG5-AS1		-0.081645	
MFN2		-0.08167137	
APOM		-0.08168426	
ALDH7A1P1		-0.08169753	
DIO1		-0.08173133	
LINC02518		-0.08177087	
BCHE		-0.0817723	
MYRIP		-0.08180182	
PRRC2C		-0.08185771	
GPR83		-0.081873626	
NPIPB3		-0.08203295	
CRKL		-0.082073055	
BCLAF1P2		-0.08214401	
GPS1		-0.0822348	
MROH3P		-0.08228614	
PPATP1		-0.08248276	
CIAO2A		-0.082542524	
LRRTM2		-0.08261468	
GYG1		-0.08269685	
NUDT17		-0.08287236	
SFXN5		-0.082888685	
MAMDC4		-0.08288941	
CREB3		-0.082955934	
MORN4		-0.08310073	
CBX3P9		-0.08310752	
PLGLB2		-0.08313911	
ZNF675		-0.083228014	
DGCR6L		-0.0832828	
ALG12		-0.083381124	
RGS17P1		-0.083406754	
TMEM272		-0.08348055	
KDM2B-DT		-0.08349822	
MTX2		-0.08355223	
HSP90AB2P		-0.08356684	
RTF1		-0.0838162	
TYMSOS		-0.08401099	
TMEM184C-DT		-0.084030904	
MRM2		-0.084080644	
IL10RA		-0.08431798	
CDKL4		-0.08442693	
TTC28		-0.08464646	
AGAP2-AS1		-0.08466791	
ALG9		-0.0847661	
APBB2		-0.084794484	
OSTC		-0.084819935	
MPRIPP1		-0.084819935	
DDX19A-DT		-0.08490948	
DNTTIP2		-0.085018836	
PRH1		-0.08512642	
CNOT6L		-0.08516879	
PAQR3		-0.085236	
NACA3P		-0.08524561	
SBF1		-0.08525534	
DNAJC3		-0.08526097	
PRMT5		-0.08530693	
SPTLC1P5		-0.08541544	
FCN3		-0.08545772	
QARS1		-0.08547376	
LINC00345		-0.085570425	
BBS2		-0.085627325	
UBE2E4P		-0.085665055	
CD2AP		-0.08571699	
GOLGA8UP		-0.0858554	
CHI3L2		-0.08594818	
HNRNPA1P48		-0.08612452	
COQ9		-0.08621587	
RPS13P2		-0.08637608	
SLC19A1		-0.08650988	
H3-5		-0.08653153	
CCDC59		-0.08654486	
WDR45		-0.08656281	
MRPL43		-0.08658075	
MOSPD3		-0.08668346	
RPS6P26		-0.08676598	
JRKL		-0.08678525	
GIPC1		-0.08690615	
TMEM14C		-0.08699138	
ANKRD12		-0.087025575	
GMPR		-0.08708269	
ODR4		-0.08709806	
OR1J1		-0.08715664	
ATP5IF1		-0.08718486	
HBS1L		-0.08718525	
OLA1P1		-0.08722296	
UBAP2L		-0.08730475	
UQCRFS1-DT		-0.08733919	
NFATC2IP		-0.08735765	
GATA3		-0.08746551	
TMCO4		-0.08767505	
FAM86B2		-0.08774777	
FBXO46		-0.08775717	
GFUS		-0.08789212	
TDRD5		-0.08796643	
TPMT		-0.088025086	
SMARCA5		-0.088136636	
ZNF189		-0.08820418	
RPL9P7		-0.08832274	
SPOP		-0.08834132	
L2HGDH		-0.088498086	
GPAM		-0.0885086	
PPIL1		-0.08853887	
JAKMIP3		-0.0885751	
ZC3H10		-0.08880209	
C19orf67		-0.08897455	
MRPS12		-0.08903131	
MRPL20		-0.089090094	
GEMIN8P4		-0.0891034	
IQCA1		-0.089194834	
AP1AR-DT		-0.08922105	
PIGAP1		-0.08923923	
ZNF628		-0.089251205	
CFLAR		-0.08925656	
RPS8P10		-0.089260556	
PFN1P11		-0.089317165	
KDELR2		-0.08940561	
BTBD2		-0.089568384	
HNRNPCP4		-0.08957861	
SNORA73B		-0.08963238	
AAMP		-0.08964432	
PAFAH1B1P2		-0.0896562	
EXOC3-AS1		-0.08966325	
MNT		-0.08966734	
ABCF3		-0.08985559	
LACC1		-0.08987569	
ELOB		-0.08990182	
HNRNPCL2		-0.08990456	
BCS1L		-0.089929886	
METTL21A		-0.08995046	
LTBP1		-0.089972064	
TMEM39A		-0.08998442	
CYB561A3		-0.09000141	
PICART1		-0.0900752	
GOLGA6L9		-0.09008797	
H2BC4		-0.09018879	
PPA2		-0.0903863	
RPL29		-0.09043519	
RHOA		-0.09048856	
KRT8P2		-0.090511814	
UBL3		-0.090542555	
HIRA		-0.090763874	
HNRNPA1P35		-0.09079787	
DAZAP1		-0.09100115	
SETP12		-0.09111483	
EEF1A1P1		-0.09141955	
CD9		-0.09145439	
MAST3		-0.09151321	
RNU6-36P		-0.09151811	
MEI1		-0.09170795	
PEX11G		-0.0917669	
TLK2		-0.091857076	
HMGN2P28		-0.09186295	
CD5		-0.09187578	
NPTN-IT1		-0.09189051	
CNOT7		-0.0919737	
SUMF1		-0.0919967	
FUT10		-0.09205772	
CNOT11		-0.09207649	
REM2		-0.09216829	
AK3		-0.092194885	
ZHX1-C8orf76		-0.09226263	
SLC4A1AP		-0.092281096	
PSMD10		-0.0923195	
PPCS		-0.09236026	
PIGUP1		-0.092368074	
ZNF860		-0.09237878	
ANAPC5		-0.09248002	
RPS28P7		-0.09253181	
TMEM87A		-0.092532665	
FAM111A-DT		-0.092543535	
LINC00847		-0.09255668	
PIAS4		-0.09257696	
HIKESHIP2		-0.0926219	
TSR3		-0.092718065	
ZFYVE26		-0.09287029	
RPS2P16		-0.09303097	
RNU1-1		-0.093105815	
ATAD3B		-0.09312237	
CAMKV		-0.093176454	
ZNF282		-0.093213215	
PTPRS		-0.09334949	
RNU6-850P		-0.09348197	
FNDC4		-0.09369386	
CLDND1		-0.093709275	
SDHAP4		-0.09372008	
FAM90A25P		-0.094014086	
DGCR2		-0.09403651	
RCN1P2		-0.094161026	
SF3B3		-0.094231226	
SET		-0.09428142	
SF3B4		-0.09431714	
KLC1		-0.09448154	
API5P1		-0.094521634	
EIF2B1		-0.09462662	
SPANXA2-OT1		-0.09486401	
DAND5		-0.09487393	
GMCL1		-0.09488196	
DENND4A		-0.094965704	
ALDH9A1		-0.0949852	
TACO1		-0.09501793	
MAN1B1		-0.09502884	
XPO7		-0.095063426	
RPL35P2		-0.09531399	
MAF1		-0.09535409	
SLC28A2		-0.09542182	
PNKD		-0.095521264	
UPF3AP2		-0.09555085	
APEX1		-0.09555799	
PCDHGA1		-0.0956022	
RHOT2		-0.095713384	
GOLGA2P10		-0.09577622	
ZAR1L		-0.095781215	
PDE4DIP		-0.09584645	
NAIPP2		-0.09600148	
CLCA4		-0.09604579	
TAFA2		-0.09605117	
NSMCE1		-0.09614714	
ZNF653		-0.09628842	
SH2D1B		-0.096332885	
PTGER3		-0.096336335	
KIF4A		-0.09635385	
IQANK1		-0.0963702	
ADGRA3		-0.09650285	
SLC31A1		-0.096607365	
STIM1-AS1		-0.09661995	
CUL3		-0.09668615	
MAPK7		-0.09669652	
ADSL		-0.096718214	
PKD1P3		-0.096852735	
SSR2		-0.09687597	
DDIT4		-0.09689066	
SLC25A27		-0.0969579	
RPL22P16		-0.09700966	
TMEM208		-0.09711081	
BUB1B		-0.09714579	
HNRNPLP1		-0.09721847	
LIN9		-0.09727012	
COQ5		-0.097292766	
LAPTM4BP2		-0.097321264	
DCAF11		-0.09762088	
WASHC3		-0.097668335	
NRM		-0.097675696	
CCNE1		-0.09769576	
C7orf25		-0.09771262	
PTPA		-0.09772009	
TSPAN3		-0.09775875	
LGALS1		-0.09793781	
PES1		-0.09804689	
RAD51-AS1		-0.098120436	
TRMT112P6		-0.098180845	
MTRNR2L8		-0.098212436	
BRWD1-AS1		-0.09840531	
MFSD3		-0.09841008	
HNRNPRP1		-0.098457426	
OTUD5		-0.09846306	
AP3B2		-0.098549634	
MYO18A		-0.09867951	
SSNA1		-0.0987503	
ATAD2B		-0.09881025	
DBIL5P		-0.098891854	
SIAH2		-0.09907946	
PECAM1		-0.09916651	
SRSF3P1		-0.09922382	
H2BC13		-0.099259086	
SLC25A46		-0.0992707	
HSPA1A		-0.09927405	
ACTN1-DT		-0.09928742	
RCC1		-0.09934051	
NUBP1		-0.09934123	
MRPL30		-0.09936846	
DCAF6		-0.09945755	
SRRM2-AS1		-0.09960496	
AFTPH		-0.09973724	
CAND1		-0.09979773	
COX6B1		-0.099817194	
PNISR		-0.09991235	
RPL19		-0.09996409	
CEBPG		-0.100132056	
LINC01018		-0.100170314	
RN7SKP173		-0.10026933	
PCLAF		-0.10031221	
KRAS		-0.10037408	
SKA2		-0.10040773	
FJX1		-0.10046589	
DZIP1L		-0.100497134	
USP7		-0.10052737	
SNORA2B		-0.100654185	
FARSA		-0.10070082	
ERLIN2		-0.10071974	
MRPL17		-0.10073667	
RRS1		-0.10082541	
C12orf57		-0.10084916	
LMNTD1		-0.10100847	
RPL7P24		-0.10112969	
CCDC7		-0.101164274	
YY1		-0.101164624	
SUGT1P3		-0.101544686	
FAM131C		-0.10162831	
PRDM4		-0.10169537	
HDHD5-AS1		-0.101986825	
BCL2L2		-0.10202171	
GOLGA6L10		-0.10207692	
FTCDNL1		-0.10217727	
ZDHHC16		-0.102303535	
PLA2G6		-0.1023264	
CDC16		-0.102396324	
LINC00698		-0.10242395	
SERTAD1		-0.10247061	
BCKDHA		-0.10256839	
RRM1		-0.10258549	
TNRC6C		-0.102614745	
PEX10		-0.10265279	
RPS2P7		-0.10268359	
C20orf96		-0.10273032	
MIR9-1HG		-0.10289717	
SPATA5L1		-0.10292139	
PTMAP2		-0.103015274	
EHD2		-0.10313368	
IL17C		-0.103193216	
ABT1		-0.10321358	
SAP130		-0.1032899	
ASMTL-AS1		-0.103348516	
UBE2I		-0.10341872	
LRRC37A4P		-0.10346249	
LENG8		-0.10346684	
SLC35D2		-0.10357978	
MTERF3		-0.10362666	
BDH2P1		-0.103692524	
ISCA1P1		-0.103711694	
STAU1		-0.10377404	
PGK1		-0.103896424	
BECN1		-0.103908576	
ADGRF3		-0.10393366	
FH		-0.10399436	
RN7SL688P		-0.1040704	
LINC00467		-0.10411806	
FNTAP1		-0.10420041	
CCDC9		-0.104203984	
EDRF1-AS1		-0.10423915	
ZNF296		-0.10429126	
DENND10		-0.10446938	
SMTNL1		-0.10453246	
THRAP3P3		-0.10469197	
RPS13		-0.10482793	
WRN		-0.104842536	
LINC01547		-0.10493029	
VDAC1P6		-0.104973994	
GMDS-DT		-0.10508307	
HOXA1		-0.10515696	
SAMD1		-0.1051787	
SCARNA21		-0.10530533	
CCDC181		-0.10533897	
C8orf82		-0.10537204	
CDCA5		-0.10537841	
GNAI2		-0.10538095	
TMEM249		-0.10540514	
STAT2		-0.10547854	
RPL21P119		-0.10551597	
HCG18		-0.10553214	
ZC3H8		-0.105662845	
SOCS1		-0.105663635	
RFX1		-0.10579347	
NUS1		-0.105827466	
FUT2		-0.10582998	
SPINT2		-0.10584924	
MC1R		-0.10591466	
GABPB2		-0.10596091	
CXXC4		-0.10610462	
TMEM101		-0.10611609	
RPS2P46		-0.10613473	
FAM86GP		-0.10617586	
TCEA1		-0.10621292	
MIR1302-9HG		-0.106240064	
PAQR4		-0.10625029	
LDHD		-0.10625952	
ZNF567		-0.10626211	
SHCBP1		-0.10635669	
CNNM2		-0.10638708	
FBXL20		-0.10651073	
KHDC4		-0.10670633	
TRIM4		-0.106782235	
ADCK1		-0.10696972	
BTBD3-AS1		-0.10703688	
