"ProteinGroup","Gene","Description","KO_1G4_r1","KO_1G4_r2","KO_1G4_r3","KO_1G4_r4","KO_3G4_r1","KO_3G4_r2","KO_3G4_r3","KO_3G4_r4","LTED_r1","LTED_r2","LTED_r3","LTED_r4","WT_r1","WT_r2","WT_r3","WT_r4"
"P04080","CSTB","Cystatin-B",657291.5625,648388.875,595989.4375,594070.625,676896.125,703296.625,670812.125,755785.125,681201.3125,446702.53125,510296.5625,523242.53125,382699.875,493270.53125,318713.3125,NA
"P04083","ANXA1","Annexin A1",9505.0634765625,1514.94006347656,3385.58666992188,8114.03515625,1578.39416503906,911.509765625,5546.0126953125,1470.78564453125,1318.26782226563,867.095581054688,1512.62121582031,NA,6396.076171875,6623.25634765625,15773.8681640625,NA
"P04114","APOB","Apolipoprotein B-100",62214.56640625,71913.1953125,59797.63671875,76160.5,47128.203125,56965.71484375,33614.25,67492.3046875,78723.4140625,61073.75390625,87967.2109375,78024.53125,32354.697265625,34449.1484375,60221.93359375,NA
"P04150","NR3C1","Glucocorticoid receptor",39821.89453125,28468.8671875,32432.240234375,25439.224609375,53259.1015625,64563.12890625,66248.84375,70812.6796875,63562.953125,34423.359375,39703.015625,35481.42578125,16722.625,13636.9462890625,14043.388671875,NA
"P04179","SOD2","Superoxide dismutase [Mn], mitochondrial",176364.78125,156891.21875,205551.875,156748.25,158976.109375,143316.890625,131298.03125,131845.21875,98094.6953125,114281.4375,130123.6796875,137297.796875,148431,169079.578125,176078.796875,NA
"P04181","OAT","Ornithine aminotransferase, mitochondrial",266819.625,399384.4375,316532.21875,439027.9375,403326.5625,549769.3125,566507.3125,497397.15625,632493.125,664071.4375,573098.625,536876.625,454611.46875,593979.375,525011.25,NA
"P04183","TK1","Thymidine kinase, cytosolic",148551.28125,155967,130860.2578125,123569.625,208951.265625,238382.296875,125531.953125,218797.171875,278024.3125,218967.765625,213634.796875,188889.703125,224784.296875,230742.59375,245569.859375,NA
"P04259","KRT6B","Keratin, type II cytoskeletal 6B",778248.8125,228954.796875,1075229.5,2493344.25,257000.5,28322.1796875,434448.8125,1206091.25,67089.9296875,213848.953125,43368.51171875,86887.0703125,258957.703125,462116.1875,284564,NA
"P04264","KRT1","Keratin, type II cytoskeletal 1",296276.75,218901.453125,837248.3125,2832344,172112.875,49043.16015625,533133,562908.625,74796.4375,223366.296875,48845.6796875,232487.265625,264615.21875,423827.15625,360212.84375,NA
"P04350","TUBB4A","Tubulin beta-4A chain",241411.578125,273837.71875,310824.09375,326976.46875,206276.484375,268644.9375,246422.0625,231653.46875,276211.28125,317612.84375,324087.5625,251270.9375,232295.4375,257509.46875,210307.125,NA
"P04406","GAPDH","Glyceraldehyde-3-phosphate dehydrogenase",17190798,15832816,16083179,19924596,14910814,18268796,19202696,15360135,16460806,15521385,15185213,15959814,21629342,20847738,21732594,487791872
"P04424","ASL","Argininosuccinate lyase",78514.7421875,68390.6328125,67346.640625,71320.0390625,114094.6171875,113652.3203125,119935.6484375,100386.8671875,47996.8125,40279.67578125,40862.1484375,41789.69140625,29736.166015625,34363.859375,32390.10546875,NA
"P04626","ERBB2","Receptor tyrosine-protein kinase erbB-2",95325.8828125,89347.9453125,84083.609375,110913.2109375,107719.6328125,109548.7734375,121258.9140625,104532.1015625,95997.9296875,87237.3046875,87845.8203125,81951.6015625,31007.767578125,29971.015625,31784.669921875,NA
"P04733","MT1F","Metallothionein-1F",1857.96716308594,3462.28784179688,2820.525390625,6309.7197265625,3292.57153320313,4693.90283203125,6940.0078125,3990.5986328125,3491.009765625,2969.51635742188,3131.18310546875,4358.3251953125,789.602905273438,NA,885.705749511719,NA
"P04745;P04746;P19961","AMY1A;AMY2A;AMY2B","Alpha-amylase 1;Pancreatic alpha-amylase;Alpha-amylase 2B",5294.25830078125,9100.61328125,5378.4853515625,8122.47607421875,3159.39013671875,4920.12451171875,2640.70043945313,8151.5703125,4452.44580078125,3191.07934570313,5783.73876953125,3870.6396484375,3184.93627929688,1790.60375976563,5079.0830078125,NA
"P04792","HSPB1","Heat shock protein beta-1",28701800,27161676,34073884,30484288,21321456,20407034,20911386,18968224,10899245,8784239,8608759,10749826,14896428,14433679,13466134,201849520
"P04818","TYMS","Thymidylate synthase",89169.5078125,86368.109375,77313.234375,66617.203125,86320.9140625,86564.8984375,53353.75,92038.265625,113541.8046875,107311.5546875,95518.265625,75829.9140625,120494.40625,114148.6953125,145211.15625,NA
"P04843","RPN1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1",977365.0625,893313.625,916256,934589.4375,974493.5625,1030654.125,969068.625,979971.125,1024245.125,956043.8125,1006190.3125,993866.5625,906099.5625,1054574,993781.875,3689696.25
"P04844","RPN2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",400484.03125,394225.03125,372000.40625,363571.28125,395683.15625,378216.6875,388414.3125,390509.0625,414880.375,384066.84375,405575.75,405710.90625,304602.5625,348913.15625,309710.625,NA
"P04899","GNAI2","Guanine nucleotide-binding protein G(i) subunit alpha-2",237002.171875,251226.453125,256585.75,283209.03125,258652.203125,277633.125,279097.6875,249622.421875,246204.59375,288030.75,259808,279039.625,205011.046875,222858.4375,212734.53125,NA
"P04908;Q7L7L0;Q93077","H2AC4;HIST3H2A;HIST1H2AC","Histone H2A type 1-B/E;Histone H2A type 3;Histone H2A type 1-C",799.932800292969,8890.0419921875,NA,NA,1561.95178222656,21175.892578125,3834.19287109375,NA,9758.90234375,4945.37353515625,NA,3268.64819335938,13088.20703125,1019.89459228516,5883.431640625,NA
"P04920","SLC4A2","Anion exchange protein 2",46619.0703125,40228.43359375,37622.046875,42974.37109375,35621.19140625,39029.328125,45244.73828125,35880.90234375,40934.60546875,32312.89453125,32164.416015625,29846.46875,53986.6171875,42387.7265625,46471.90234375,NA
"P05023","ATP1A1","Sodium/potassium-transporting ATPase subunit alpha-1",1244075.75,1132598.625,1114052.375,1116569.25,844355.5,819331.8125,790869.75,768176.5,1127785.625,865737.5,950079.0625,915081.0625,653902.0625,613311.0625,607703.5,NA
"P05026","ATP1B1","Sodium/potassium-transporting ATPase subunit beta-1",748769.875,547589.8125,635881.75,483320.5625,340789.125,324701.4375,274066.84375,296876.53125,483319.875,358789.8125,398259.75,358516.03125,327400.3125,245354.65625,259762.25,NA
"P05109","S100A8","Protein S100-A8",7568.7041015625,6586.71337890625,8455.6767578125,8895.6201171875,4173.90673828125,8619.0947265625,7098.5244140625,6910.39990234375,7843.68896484375,8702.59765625,6783.62255859375,6918.802734375,118707.2109375,204414.46875,163988.203125,NA
"P05114","HMGN1","Non-histone chromosomal protein HMG-14",292944.8125,434548.375,403653.125,355850.15625,306705.375,417883.40625,327007.5625,407610.375,451640.34375,382045.5625,264846.59375,348759.3125,442292.8125,172209.0625,292478.59375,NA
"P05141","SLC25A5","ADP/ATP translocase 2",6809604,6154867,6539327.5,7420992,7321975,6095431.5,7492282,7548759,7552944.5,6918109.5,7152753.5,6975699.5,4415778,5120035,4632567.5,64438148
"P05161","ISG15","Ubiquitin-like protein ISG15",713501.25,188387.84375,247221.703125,98785.78125,198712.234375,141473.96875,126133.3515625,144483.984375,291839.8125,238370.046875,258871.3125,226600.171875,427689.375,433543.125,186287.125,NA
"P05165","PCCA","Propionyl-CoA carboxylase alpha chain, mitochondrial",50135.66796875,44193.6953125,48538.171875,48272.7109375,56925.8671875,54494.0234375,55496.35546875,51709.7734375,37501.25,34664.00390625,38560.79296875,39989.69921875,33164.375,39012.31640625,33907.9375,NA
"P05198","EIF2S1","Eukaryotic translation initiation factor 2 subunit 1",864992.6875,873270.75,890259.0625,838128.8125,847177.4375,846912.8125,836632.375,884667.0625,1135940.75,1233055.25,1202357.625,1207153.5,1100414.25,1129688.5,1114327.875,NA
"P05204","HMGN2","Non-histone chromosomal protein HMG-17",11491.138671875,22868.466796875,14787.0244140625,5108.79736328125,12523.138671875,16620.669921875,5834.69140625,12922.140625,23705.2265625,25861.826171875,12359.5166015625,11988.458984375,37797.96484375,8943.958984375,15655.79296875,NA
"P05362","ICAM1","Intercellular adhesion molecule 1",21433.775390625,15992.1259765625,19795.046875,16176.640625,32187.9140625,29629.23828125,30132.208984375,28006.681640625,15421.1435546875,18161.04296875,16860.345703125,17569.8046875,3256.56127929688,2954.54077148438,2295.27758789063,NA
"P05386","RPLP1","60S acidic ribosomal protein P1",59286.47265625,99020.4375,80591.6171875,67267.6484375,53068.30859375,115184.890625,93270.390625,60734.94140625,58622.828125,68223.265625,62834.578125,66982.1015625,72860.421875,92491.453125,81569.6171875,NA
"P05387","RPLP2","60S acidic ribosomal protein P2",14523.689453125,32649.728515625,18225.02734375,16755.162109375,14282.0556640625,16264.650390625,15321.896484375,16309.4697265625,22108.1328125,17565.1484375,15064.462890625,16687.009765625,22961.990234375,30158.62109375,24416.4375,NA
"P05388","RPLP0","60S acidic ribosomal protein P0",1466076.5,1467041.875,1385168.75,1622101.125,1398432.75,1344038.25,1375758.125,1182220.625,1626764.75,1750654.625,1549958.375,1371345.375,1948686.875,1520600.25,1901600.375,17456012
"P05413;S4R371","FABP3","Fatty acid-binding protein, heart;Fatty acid-binding protein, heart (Fragment)",1151.46020507813,NA,NA,NA,NA,410.136352539063,NA,489.333343505859,NA,NA,754.751586914063,NA,26136.099609375,29325.134765625,31637.16015625,NA
"P05423","POLR3D","DNA-directed RNA polymerase III subunit RPC4",96813.5234375,93905.6015625,97460.421875,86096.453125,79995.890625,89775.5234375,77126.21875,88720.5625,92683.9296875,92548.4921875,86720.6875,93024.765625,128071.96875,130525.4140625,131521.4375,NA
"P05455","SSB","Lupus La protein",685584.9375,602691.4375,689977.375,538352.625,612919.75,553791.5,538930.9375,574709.5625,512496.8125,536726.875,576424.125,554540.1875,588966.75,649295.4375,593861,NA
"P05543","SERPINA7","Thyroxine-binding globulin",44608.046875,61046.91015625,46097.20703125,74180.6015625,24269.05078125,44299.82421875,14385.3232421875,62087.3515625,44743.20703125,27363.072265625,54710.08984375,37755.53125,25313.640625,16556.953125,38466.08984375,NA
"P05549;Q6VUC0;Q92481","TFAP2A;TFAP2E;TFAP2B","Transcription factor AP-2-alpha;Transcription factor AP-2-epsilon;Transcription factor AP-2-beta",2681.13134765625,NA,2231.78564453125,2961.78002929688,2834.61254882813,1767.47021484375,1859.23608398438,4836.052734375,8909.2353515625,7204.99169921875,7077.00830078125,6461.0556640625,5932.2900390625,3482.14453125,3760.04125976563,NA
"P05556","ITGB1","Integrin beta-1",174726.953125,161114.671875,163903.203125,180734.125,241405.546875,219076.15625,252411.8125,211448.8125,260862.84375,248748.875,255642.59375,239931.75,674256.1875,661725.25,605504.125,NA
"P05783","KRT18","Keratin, type I cytoskeletal 18",17500304,15655225,14200295,20681438,24742986,18358018,24976592,28882372,14747710,8021126.5,11699237,8855960,11673275,15323407,4856899.5,574405760
"P05787","KRT8","Keratin, type II cytoskeletal 8",85112744,52927636,63028176,99342200,97241816,78493760,130110472,101936536,89490816,28371952,46557952,40714140,52373324,63546772,22132826,1194301952
"P06132","UROD","Uroporphyrinogen decarboxylase",76557.5390625,67278.1796875,70096.3671875,67176.9296875,77283.28125,77260.734375,79184.9140625,76651.8671875,94120.0703125,118545.921875,114879.140625,101848.484375,108800.1484375,115136.21875,116618.5078125,NA
"P06213","INSR","Insulin receptor",5726.24658203125,7856.509765625,6479.87548828125,6108.3251953125,3249.08935546875,3050.48901367188,3002.92993164063,3090.578125,3783.6396484375,3823.06762695313,3902.89599609375,4118.380859375,5329.65576171875,8960.9443359375,6418.8115234375,NA
"P06280","GLA","Alpha-galactosidase A",113175.859375,95001.6328125,93092.4140625,80425.140625,60763.84765625,57717.36328125,49626.54296875,51946.0546875,57755.59765625,57246.66015625,55596.80078125,48189.61328125,74563.1328125,101928.2421875,83849.3984375,NA
"P06400","RB1","Retinoblastoma-associated protein",29861.39453125,35943.21875,28708.80859375,25018.3984375,28727.326171875,22792.7265625,16387.966796875,28470.666015625,52184.71484375,51826.51953125,50030.54296875,46663.62109375,52447.3125,58749.19140625,54986.84375,NA
"P06401","PGR","Progesterone receptor",19621.11328125,13243.0703125,27098.599609375,1422.55456542969,3204.36401367188,2684.34814453125,2255.51684570313,4069.6728515625,2269.482421875,NA,3017.54248046875,1978.9775390625,8380.416015625,14920.625,18295.521484375,NA
"P06493","CDK1","Cyclin-dependent kinase 1",128875.390625,138288.0625,126642.203125,109324.5546875,174436,124149.3984375,132259.40625,181095.921875,288758.5625,269252,276436,256424.859375,221604.453125,253775.09375,240446.09375,NA
"P06576","ATP5F1B","ATP synthase subunit beta, mitochondrial",1632884.875,1585742.375,1529007.875,1887554,1476523.75,1829032.625,2011755.5,1621815,1741825.875,1257658.875,1199076.125,1228406.625,1143610.25,1447378.625,1409987.875,11880755
"P06702","S100A9","Protein S100-A9",4975,9737.169921875,7339.18603515625,8162.94287109375,NA,5927.443359375,3229.55346679688,5445.3486328125,NA,3853.86645507813,1351.58911132813,5510.3486328125,8231.2373046875,18157.21875,7212.83251953125,NA
"P06703;R4GN98","S100A6","Protein S100-A6;Protein S100 (Fragment)",72336.7890625,51947.2421875,49390.796875,62023.34375,179859.5625,142589.390625,136665.5625,171066.5625,227246.390625,119248.5546875,153361.46875,160683.609375,708761.125,554947.4375,383681.71875,NA
"P06730","EIF4E","Eukaryotic translation initiation factor 4E",447705.53125,478011.53125,485609.6875,498569.5,414580.78125,429900.90625,415705.46875,400162.90625,426543.15625,439267.875,453912.03125,445793.0625,434062.0625,432603.4375,417061.90625,NA
"P06733","ENO1","Alpha-enolase",7175425.5,7421216,7543031,12031526,7192825,9899725,10469034,7524173.5,13011016,9499159,8616283,10192404,5028848,5059799.5,4837811.5,111571776
"P06737","PYGL","Glycogen phosphorylase, liver form",13591.13671875,12824.3095703125,13009.0146484375,11498.9990234375,53534.171875,68783.390625,83561,57618.8671875,33718.88671875,49933.51171875,42410.80859375,39003.5390625,11597.8095703125,9027.2412109375,16429.720703125,NA
"P06746","POLB","DNA polymerase beta",17061.89453125,15223.435546875,16450.1875,11914.6181640625,17163.953125,14278.779296875,15971.365234375,16320.7734375,12237.3974609375,13909.5869140625,14817.216796875,13754.8740234375,13763.6953125,13476.095703125,13769.2958984375,NA
"P06748","NPM1","Nucleophosmin",1497477.125,1388249.125,1167301.125,1788608.625,1213013,1174598.25,953603.6875,1273383.875,2202913,1565809.625,1611957.625,1589570.625,3093143.5,2080030.875,2311530,NA
"P06756","ITGAV","Integrin alpha-V",57836.515625,56315.0859375,53490.24609375,70922.03125,63175.0859375,59770.7890625,70803.6875,55990.38671875,55425.09765625,45423.0390625,49585.74609375,46272.5078125,44246.484375,47847.15234375,38893.71875,NA
"P06899;P23527;P33778;Q16778","H2BC11;HIST1H2BO;HIST1H2BB;HIST2H2BE","Histone H2B type 1-J;Histone H2B type 1-O;Histone H2B type 1-B;Histone H2B type 2-E",1395131.25,6565002,1204309.125,1796494.375,1519536.625,4890068,1412266.75,1267147.125,6913381,4887748.5,1359589.5,1576395.125,11310641,811886.875,5806027,20265322
"P07099","EPHX1","Epoxide hydrolase 1",123915.75,109503.6640625,105855.265625,91890.546875,206331.015625,200854.953125,217870.859375,207553.6875,130940.046875,94014.0859375,93729.359375,92171.21875,111311.984375,115188.7578125,123993.4296875,NA
"P07108","DBI","Acyl-CoA-binding protein",69407.2734375,92083.65625,96843.75,49674.7890625,70536.9296875,71837.265625,57446.28515625,84620.421875,60851.20703125,46640.88671875,54588.71484375,48006.26953125,40005.3671875,71605.21875,34977.453125,NA
"P07199","CENPB","Major centromere autoantigen B",36164.21484375,36986.59375,33846.20703125,32172.26953125,30989.041015625,29196.1953125,26652.5234375,30399.533203125,40001.10546875,36498.26171875,39314.4921875,37799.90234375,32850.76171875,31929.865234375,33593.64453125,NA
"P07205","PGK2","Phosphoglycerate kinase 2",59467.765625,54939.1875,57662.609375,66632.5625,56032.4765625,56810.33203125,56590.0390625,43995.71875,45189.72265625,45798.55078125,52263.6796875,49029.53125,44957.44140625,46919.109375,44146.28515625,NA
"P07237","P4HB","Protein disulfide-isomerase",1211113.75,1295832.625,1275415.625,1059684.125,1105026.375,1312675.5,1101506.75,1278686.125,1038960.6875,862754.4375,818270,915063.5,705500.9375,1059927.75,724775.6875,2386450.25
"P07305","H1-0","Histone H1.0",585208.3125,859688.1875,121688.1484375,643457.9375,534440.6875,732839.4375,428762.46875,158543.53125,1435849.75,342593.75,382346.40625,125221.1640625,775082.3125,72342.7265625,681446.25,NA
"P07311","ACYP1","Acylphosphatase-1",74568.28125,89328.8125,91485.8046875,79387.3671875,46821.296875,51655.40234375,43309.03125,41468.515625,97220.6796875,115411.5859375,105923.4765625,103067.25,34005.609375,32448.77734375,34102.66796875,NA
"P07355","ANXA2","Annexin A2",1594696.5,496025.90625,752903.8125,858183.625,2212866,1141758.5,2571545.75,1043223.5625,4994837.5,1830781.75,931534.6875,1026871.5625,1300895.25,754207.625,1040115.75,3028326.25
"P07384","CAPN1","Calpain-1 catalytic subunit",1242687.125,1024123.3125,1048546.4375,1075081.75,1213048.25,1163451.5,1189475.125,1204812.75,950476.625,883533.3125,990637.5,953517.25,504257.3125,664577.125,508347.78125,NA
"P07437;Q5JP53","TUBB","Tubulin beta chain",8253059,7164463,7947374,10237039,9302474,8929384,10677902,8912186,9812539,10843473,11969413,11937008,7613912.5,8225845,7802211,16834064
"P07686","HEXB","Beta-hexosaminidase subunit beta",231597.03125,215799.375,221961.546875,233598.328125,204824.671875,216492.765625,199524.65625,177576.859375,118917.96875,110375.4140625,127292.625,123630.7265625,321441.6875,348755.09375,272868.03125,NA
"P07711","CTSL","Cathepsin L1",68739.1640625,62784.29296875,61444.16796875,74304.0546875,91157.71875,88347.65625,77179.7421875,65659.1328125,68522.3828125,63841.51171875,60465.25,52994.75390625,83631.578125,57593.3125,63613,NA
"P07737","PFN1","Profilin-1",10250553,9933263,10113161,10882042,10649210,11867046,11208132,10087545,10896113,11539844,12527249,12386712,12896437,13624031,12722412,229737616
"P07741","APRT","Adenine phosphoribosyltransferase",2358279.25,2203256.75,2241238.5,2087526.375,1404748.75,1424848.5,1350114.375,1391551.375,1302469.75,1196970.25,1273068.5,1303614.625,2596014,2966887,2524436.75,NA
"P07814","EPRS1","Bifunctional glutamate/proline--tRNA ligase",452650.5,452681.46875,488608.4375,462605.6875,464464.0625,502245.53125,515396.75,474543.5,394341.09375,404888,420698.59375,429955.78125,373523.1875,366152.40625,355920.96875,NA
"P07858","CTSB","Cathepsin B",64785.65234375,59631.91015625,57395.5625,52295.76953125,49966.34375,61076.2421875,56005.60546875,46281.87890625,33799.24609375,24020.662109375,25524.16796875,22416.599609375,71053.9609375,114328.1015625,87536.3359375,NA
"P07900","HSP90AA1","Heat shock protein HSP 90-alpha",11733940,11791646,11607988,11808362,12103918,14249607,13192866,13071337,11651475,13780302,12683868,13968604,14739150,15031716,14678454,296247200
"P07902","GALT","Galactose-1-phosphate uridylyltransferase",12208.45703125,8139.8310546875,10991.125,5036.548828125,11961.28515625,8940.6123046875,7890.7080078125,12103.302734375,6295.7685546875,2829.99731445313,6180.27197265625,4104.28759765625,9684.0087890625,11692.22265625,10199.458984375,NA
"P07910","HNRNPC","Heterogeneous nuclear ribonucleoproteins C1/C2",1445059.625,2556990,1589203.125,1418549.625,1543130.75,2475966.5,1701544.25,1685894.75,1863303.75,2214486.5,1438549.875,1821639.125,3856324.25,1692807.875,2686061.75,21038162
"P07919","UQCRH","Cytochrome b-c1 complex subunit 6, mitochondrial",5314.9541015625,17045.35546875,7305.1181640625,664.223266601563,4452.85009765625,4735.34326171875,2240.3154296875,7028.42626953125,4633.775390625,2401.56176757813,2683.23901367188,3537.30517578125,3767.5244140625,5276.55126953125,2422.76953125,NA
"P07954","FH","Fumarate hydratase, mitochondrial",330229.3125,312216.53125,324254.59375,318783.625,494063.03125,527268.5625,518002.9375,505694.125,302347.53125,259847.921875,279731.78125,266571.4375,286302.90625,300938.65625,305321.5625,1350629.5
"P07992","ERCC1","DNA excision repair protein ERCC-1",12135.6533203125,11587.1708984375,11834.6708984375,11582.6767578125,9385.427734375,8909.302734375,9236.8701171875,10767.8369140625,12126.890625,11286.6904296875,8927.615234375,11105.3076171875,10029.267578125,10787.1748046875,11832.072265625,NA
"P07996","THBS1","Thrombospondin-1",136828.5,146629.375,150819.59375,178382.453125,129863.5390625,151240.296875,150534.4375,162509.921875,139397.265625,125153.3203125,167949.84375,160794.703125,24131.111328125,20857.712890625,34249.984375,NA
"P08047","SP1","Transcription factor Sp1",25686.544921875,25572.61328125,27468.302734375,22293.443359375,24261.8203125,28180.943359375,23893.48046875,30054.443359375,24498.521484375,24761.22265625,24875.998046875,31400.486328125,21052.873046875,23419.5,27169.33984375,NA
"P08133","ANXA6","Annexin A6",118945.59375,37719.05859375,56342.28125,32550.953125,332267.375,99165.0078125,231638.015625,97844.3046875,646380.75,686752.75,153354.28125,164609.390625,2383341,975700.6875,2033352.75,733030.6875
"P08134;Q5JR08","RHOC","Rho-related GTP-binding protein RhoC;Rho-related GTP-binding protein RhoC (Fragment)",1346087.25,1425207.5,1376327.875,1462206.375,1525185.625,1864540.125,1749836.25,1625797.375,1568359.75,1342036.5,1395522.75,1394508.625,821506.1875,901305.6875,754039.5,NA
"P08236","GUSB","Beta-glucuronidase",175813.515625,81418.09375,105240.03125,68988.8671875,179740.640625,126055.734375,132548.828125,136215.546875,50612.69140625,50742.22265625,70635.2421875,59164.4609375,79723.734375,91501.140625,73556.1640625,NA
"P08238","HSP90AB1","Heat shock protein HSP 90-beta",9512955,10343710,9574400,9593136,8617944,10561167,9589214,10073192,9618607,10894392,9781507,10363334,9938736,11559257,11191787,139340848
"P08240","SRPRA","Signal recognition particle receptor subunit alpha",97194.6328125,97881.421875,107904.8359375,99532.1953125,73647.96875,68641.96875,73290.4140625,72246.890625,78374.7265625,105223.796875,110779.59375,119898.578125,85835.96875,92253.6171875,90234.2421875,NA
"P08243","ASNS","Asparagine synthetase [glutamine-hydrolyzing]",940128.375,1007816.1875,1198857.25,782018.9375,316789.96875,356390.09375,333390.3125,455346.625,793705.1875,1533204,1733339.875,1899170.25,645222.375,473164.6875,717987.875,NA
"P08397","HMBS","Porphobilinogen deaminase",153445.890625,155299.6875,163425.453125,178137.71875,145464.984375,148077.921875,170882.90625,149381.015625,150398.765625,166484.828125,157071.15625,155728.296875,125144.7265625,135946.78125,135077.828125,NA
"P08473","MME","Neprilysin",15316.87109375,37281.34375,27064.021484375,33887.12890625,14837.15625,20276.9296875,12064.037109375,16547.63671875,10941.0654296875,5676.4873046875,8755.5078125,9405.427734375,1877.94104003906,1356.51782226563,NA,NA
"P08559","PDHA1","Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",698111.0625,665682.6875,682305.75,670572.375,695255.0625,675938.4375,669235,665509.625,506011.5,483616.40625,539227.5625,565437.5625,614725.125,657076.25,617766.125,NA
"P08574","CYC1","Cytochrome c1, heme protein, mitochondrial",1120410.25,1101581.375,1189752.25,1120886.5,1350205.125,1242137.875,1130641.5,1312906.125,895248.3125,892100.3125,945625.5625,991680.4375,967393.5,860375.75,909752,NA
"P08579","SNRPB2","U2 small nuclear ribonucleoprotein B''",134603.078125,163533.65625,135966.015625,159047.484375,127269.28125,169692.109375,157122.890625,134301.09375,141735.640625,149555.84375,120070.65625,139143.84375,205373.109375,156446.734375,212724.75,NA
"P08621","SNRNP70","U1 small nuclear ribonucleoprotein 70 kDa",569363.3125,603486.5,618808.625,635016.9375,652557.375,701239.1875,639186.0625,665852.8125,831129.3125,680721.125,626516.125,664977.875,852187.5,556936.1875,733320.1875,NA
"P08727","KRT19","Keratin, type I cytoskeletal 19",46340072,30351902,33646656,49558068,41981496,26002502,45533664,42528160,43441676,17117018,28100206,24535444,23850550,27950366,10309247,553220544
"P08754","GNAI3","Guanine nucleotide-binding protein G(i) subunit alpha",303213.59375,309369.125,320298.5625,379684.28125,362240.84375,391582.65625,451824.96875,355511.625,332516.28125,385537.75,340783.46875,372378.90625,314024.4375,303462.1875,318908.03125,NA
"P08758","ANXA5","Annexin A5",4444784.5,3257438.75,3619535.5,3506719.5,7498817.5,8745383,8249453,7245807,3057638.5,3109201.75,3811328.5,3638066.75,2350876.75,2470147.75,2099053.25,14952656
"P08779","KRT16","Keratin, type I cytoskeletal 16",1523741.25,829048.6875,3476702.75,7671353,1190824.625,633566.875,1849673.5,12051807,931650.3125,820511,717918.6875,875078.0625,3107999.75,4779840.5,1896767,22734514
"P09012","SNRPA","U1 small nuclear ribonucleoprotein A",277508.59375,303945.59375,289838.75,290957.125,299625.78125,351940.40625,321700.53125,316151.46875,410908.875,307439.875,282399.625,307715.875,381063.6875,264737.5,348783.1875,NA
"P09104","ENO2","Gamma-enolase",90655.4375,111631.2890625,119369.328125,106759.109375,92014.4921875,91409.9609375,87995.0859375,81362.1796875,150954.28125,149509.40625,140163.046875,159431.515625,63491.90234375,51534.734375,35525.65625,NA
"P09110","ACAA1","3-ketoacyl-CoA thiolase, peroxisomal",200698.6875,179887.46875,190201.546875,218205.25,169230.03125,176562.078125,198047.28125,159613.578125,178441.34375,163583.21875,165454.90625,171845,114495.3046875,118781.453125,106006.140625,NA
"P09132","SRP19","Signal recognition particle 19 kDa protein",127184.546875,128572.1953125,147496.9375,131221.1875,111370.1171875,156572.859375,143068.890625,139304.15625,130650.0390625,146153.78125,141107.328125,158915.453125,124414.7578125,128322.46875,130763.1171875,NA
"P09327","VIL1","Villin-1",NA,2625.08618164063,1497.14294433594,1105.27575683594,2833.68603515625,4180.7666015625,2442.28930664063,3447.99145507813,9396.4697265625,5712.94091796875,4657.37939453125,6114.70166015625,2703.0888671875,1417.47717285156,1080.4892578125,NA
"P09382","LGALS1","Galectin-1",6376.4765625,17350.0625,10406.3486328125,12706.61328125,18439.681640625,35775.23828125,35075.48828125,32849.8984375,46435.50390625,20719.986328125,20085.193359375,20099.15625,41255.1015625,47207.32421875,41523.234375,NA
"P09417","QDPR","Dihydropteridine reductase",150689.78125,100979.3046875,115309.1171875,95331.359375,180325.40625,175974.109375,180665.796875,162188.28125,112693.25,118910.859375,151501.71875,131129.515625,69235.203125,63356.953125,59609.921875,NA
"P09429","HMGB1","High mobility group protein B1",5628607.5,4943579,5659996,5717161,5414706.5,6567408,5932351,5361829,6205550.5,7078804.5,7691013,7934948.5,6774846,6908217,6953590.5,20668560
"P09467","FBP1","Fructose-1,6-bisphosphatase 1",2841474,3091676.5,3034458,3247023,3514066.5,3844080.75,3363988.25,3391168.25,3563487.75,2645993.25,3004031,3157189.75,1268589.625,944698.4375,912665.125,39037852
"P09497","CLTB","Clathrin light chain B",89307.6171875,71308.1015625,77270.8125,83748.34375,116053.75,108900,104769.3359375,90400.90625,87505.96875,123393.109375,118939.0390625,108435.2265625,128082.984375,104751.9609375,101429.0234375,NA
"P09525","ANXA4","Annexin A4",270951.40625,48983.0234375,95614.515625,55553.15234375,312338.84375,159282.40625,293979.40625,58330.7109375,257386.921875,246639,193635.59375,250269.328125,246885.859375,245345.796875,235348.8125,NA
"P09543","CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase",172596.65625,140296.171875,147441.859375,157128.515625,181179.53125,179000.875,176735.609375,169124.125,169564.703125,157771.90625,156230.046875,164220.375,163269.859375,175807.296875,150802.078125,NA
"P09622","DLD","Dihydrolipoyl dehydrogenase, mitochondrial",445022.59375,407056.6875,428631.84375,416780.8125,315696.34375,345985.75,327805.65625,301135.75,381175.78125,402972.15625,382642.46875,405275.75,486101.78125,551659,465891.59375,NA
